ID,Fuente,URL,Fecha,Pais,Polaridad,Aspecto_Clave,Senal_Fraude,Texto_del_Comentario_resumido
C096,TuQuejaSuma,https://tuquejasuma.com/servientregas/reclamos/servientrega-pesimo-servicio,s.f.,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Clienta relata que de 3 pares de tenis comprados contra entrega con datÃ¡fono, Servientrega solo entregÃ³ un par y cancelÃ³ los otros dos, haciÃ©ndole perder el descuento aplicado en la compra."
C097,TuQuejaSuma,https://tuquejasuma.com/servientregas/reclamos/retencion-del-producto,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Comprador relata que su pedido llegÃ³ a la bodega de Servientrega un dÃ­a antes de lo esperado, pero que nadie le dio salida al envÃ­o y tuvo que esperar dÃ­as adicionales pese a la fecha lÃ­mite anunciada por Mercado Libre."
C098,TuQuejaSuma,https://tuquejasuma.com/servientregas/reclamos/devolucion-de-envio,s.f.,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Usuaria denuncia que sus envÃ­os quedaron atrapados en la bodega de compensaciÃ³n de Servientrega sin ser entregados ni devueltos, ya que la empresa argumenta que solo Mercado Libre puede retirarlos."
C099,TuQuejaSuma,https://tuquejasuma.com/servientregas/reclamos/negligencia-de-servientrega,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Cliente relata que su mercancÃ­a comprada por Mercado Libre quedÃ³ retenida sin razÃ³n en BogotÃ¡ desde el 7 de noviembre, y que pese a que la comunidad de tuQuejaSuma intervino, la transportadora sigue sin darle movilidad al envÃ­o."
C100,TuQuejaSuma (Mailamerica),https://tuquejasuma.com/mailamerica/reclamos/queja-contra-tcc,2022-07-14,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuaria denuncia que TCC reportÃ³ ""direcciÃ³n errada"" para la entrega de un paquete importante (un vestido de novia) pese a que su direcciÃ³n era correcta y en la casa siempre reciben encomiendas de otras empresas sin problema."
C101,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-07-02,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Usuaria relata que la contactaron por telÃ©fono para avisarle de un paquete pero que en la pÃ¡gina de rastreo no aparece ninguna informaciÃ³n al respecto.
C102,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-07-02,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuaria pide que Coordinadora entregue en la direcciÃ³n real de destino cuando no existe oficina propia en esa localidad, en lugar de dejar el paquete varado."
C103,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-05-27,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuaria denuncia retrasos en la entrega porque, segÃºn la empresa, no llegan hasta su conjunto residencial en El Poblado Campestre (Candelaria), pese a que allÃ­ sÃ­ reciben otras entregas constantemente."
C104,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-05-23,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,Usuario denuncia que Coordinadora no da respuesta a ninguna de sus solicitudes sobre el estado de su envÃ­o.
C105,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-05-21,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Usuario reporta que su paquete no ha llegado desde el 12 de mayo.
C106,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-05-17,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,Usuaria denuncia que Coordinadora no le da soluciÃ³n al problema con su paquete.
C107,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/coordinadora,2025-05-05,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Usuario denuncia el robo de un envÃ­o que ya venÃ­a pagado, calificando el servicio de Coordinadora muy negativamente."
C108,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-07-24,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Usuario pide que Servientrega llame para avisar si el pedido ya llegÃ³ o si aÃºn hay demora, en lugar de dejar al cliente sin informaciÃ³n."
C109,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-06-26,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuario denuncia que su envÃ­o quedÃ³ marcado como devuelto a bodega sin que ningÃºn vehÃ­culo pasara por su direcciÃ³n de residencia, y critica que el sistema de rastreo de guÃ­as es inservible."
C110,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-06-08,Colombia,Negativo,Servicio_Acompanamiento,Ninguna,Usuario seÃ±ala que no le enviaron ningÃºn soporte que confirmara la llegada de su envÃ­o.
C111,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-05-28,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Usuario indica que no sabe en dÃ³nde estÃ¡ su paquete.
C112,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-05-28,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Usuaria pide un nÃºmero de celular para poder comunicarse, seÃ±alando mucha demora en la entrega de su envÃ­o."
C113,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-05-28,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Otra usuaria reporta que su paquete no ha llegado a destino, con mucha demora."
C114,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-05-12,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,Usuaria denuncia que los telÃ©fonos de contacto no sirven y que su paquete no llega.
C115,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/servientrega,2026-04-10,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Usuaria seÃ±ala que la pÃ¡gina web nunca se actualiza y que los envÃ­os siempre llegan con un dÃ­a de retraso respecto a lo informado.
C116,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/interrapidisimo,2026-08-15,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuario denuncia que el servicio es muy pÃ©simo porque nunca avisan cuando llega el paquete y terminan devolviÃ©ndolo, ademÃ¡s de que la guÃ­a de rastreo nunca aparece al consultarla."
C117,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/interrapidisimo,2026-08-12,Colombia,Negativo,Plataforma_Tecnica,Ninguna,"Usuario relata que comprÃ³ un combo con una guÃ­a asociada a una direcciÃ³n, pero que en el sistema la direcciÃ³n que aparece es distinta a la real, calificando esto como un error frecuente de la empresa."
C118,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/interrapidisimo,2026-08-11,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Usuaria denuncia que Inter RapidÃ­simo no tiene liderazgo, hace mal el trabajo, no cumple lo pactado y, peor aÃºn, no contesta el telÃ©fono."
C119,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/interrapidisimo,2026-08-08,Colombia,Negativo,Plataforma_Tecnica,Ninguna,Usuaria indica que no aparece el rastreo de su pedido en el sistema.
C120,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/interrapidisimo,2026-08-05,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Usuaria relata que en varias ocasiones solicitÃ³ su paquete en la bodega de destino y le dijeron que no estaba, reportÃ¡ndolo luego como devoluciÃ³n, cuando en realidad el paquete habÃ­a sido dejado en una bodega de Soledad en lugar de la bodega correcta en Barranquilla."
C121,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/envia,2026-08-25,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Usuaria denuncia que los envÃ­os de EnvÃ­a demoran y no llegan en la fecha indicada de entrega.
C122,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/envia,2026-08-21,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,Usuario no entiende por quÃ© le devolvieron su paquete si su direcciÃ³n estaba completa y correcta.
C123,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/envia,2026-08-20,Colombia,Negativo,Logistica_Transportadoras,Cobro_de_servicio_no_prestado,"Usuario denuncia que EnvÃ­a no entrega la encomienda a domicilio y que en una ocasiÃ³n anterior tuvo que pagar un segundo costo de domicilio solo para poder reclamarla en oficina, calificÃ¡ndolo de servicio pÃ©simo."
C124,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/envia,2026-08-17,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,Usuario critica que el asistente virtual de EnvÃ­a solo da respuestas de lunes a viernes.
C125,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/envia,2026-08-16,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Usuaria reporta que su paquete no le ha llegado.
C126,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/tcc,2026-06-13,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Usuario denuncia ""incompetencia total"" porque TCC no le entregÃ³ su pedido solo porque no quiso caminar 3 km para recogerlo."
C127,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/tcc,2026-05-27,Colombia,Negativo,Logistica_Transportadoras,Ninguna,Usuaria reporta mucha demora en la entrega de su envÃ­o con TCC.
C128,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/tcc,2025-01-23,Colombia,Negativo,Garantias_Devoluciones,Ninguna,"Usuaria denuncia que lleva casi dos meses esperando su envÃ­o sin que se lo entreguen, que por telÃ©fono no le solucionan nada y que ni radicando un PQR obtiene respuesta."
C129,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2026-08-13,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,Usuario denuncia pÃ©simo servicio al cliente y afirma que le robaron su pedido.
C130,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2026-06-09,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,Usuario indica que no hay respuesta a sus llamadas y que su paquete lleva 12 dÃ­as sin noticias.
C131,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2026-06-03,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Usuaria denuncia que no hay respuesta a sus peticiones, que pierden los paquetes y que no dan razÃ³n de nada, calificando el servicio de pÃ©simo."
C132,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2026-03-28,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Usuaria denuncia que no hay buena atenciÃ³n al cliente ni forma de hablar con alguien que ayude de verdad, seÃ±alando que el asistente virtual ""Isa"" no sirve y que la entrega prometida para la maÃ±ana se sigue esperando hasta la tarde."
C133,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2026-01-20,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,Usuario denuncia que el mensajero de Deprisa anunciÃ³ su llegada pero se fue sin entregar el paquete.
C134,Rastreo de Colombia (colombiarastreo.com),https://colombiarastreo.com/reviews/deprisa,2025-12-27,Colombia,Negativo,Plataforma_Tecnica,Ninguna,"Usuario pide mejorar la calidad del servicio e informar al cliente de las novedades, ya que la guÃ­a no aparece ni hay rastro de ella en el sistema."
C135,Trustpilot (bluex.cl),https://es.trustpilot.com/review/www.bluex.cl?page=4,s.f.,Chile,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Denuncia que su encomienda esta en las instalaciones de la empresa desde agosto sin ser enviada, tras mas de cinco reclamos le informan que el pedido se extravio y que solicite el reembolso al vendedor, calificando a la empresa de ladrona."
C136,Trustpilot (bluex.cl),https://es.trustpilot.com/review/www.bluex.cl?page=4,s.f.,Chile,Negativo,Logistica_Transportadoras,Ninguna,"Critica que la empresa no sabe donde estan sus propios puntos de entrega y que el trato al cliente es malo, ademas de no poder resolver algo tan simple como dejar un paquete en una de sus sucursales."
C137,Trustpilot (bluex.cl),https://es.trustpilot.com/review/www.bluex.cl?page=4,s.f.,Chile,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Envio un paquete que desaparecio por completo, nadie se hace responsable y no hay forma de hablar con alguien que de una solucion."
C138,Trustpilot (bluex.cl),https://es.trustpilot.com/review/www.bluex.cl?page=4,s.f.,Chile,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Afirma que la empresa siempre dice que la direccion esta mal y no entrega los paquetes, mientras que Chilexpress y Correos de Chile si logran entregar en la misma direccion sin problema."
C139,Reclamos.cl (Chilexpress),https://www.reclamos.cl/chilexpress/tags/chilexpress_reclamos,s.f.,Chile,Negativo,Garantias_Devoluciones,Perdida_de_mercancia,"Relata que su pedido quedo retenido, posiblemente robado o perdido, y que aunque finalmente llego con retraso hubo poca ayuda del servicio al cliente y la informacion sobre el estado real de la encomienda no era veridica."
C140,Reclamos.cl (Chilexpress),https://www.reclamos.cl/chilexpress/tags/chilexpress_reclamos,s.f.,Chile,Negativo,Garantias_Devoluciones,Perdida_de_mercancia,"Tras varias quejas, llamados y la intervencion del Sernac, la encomienda llego a destino pero con la caja intervenida y con menos de la mitad del contenido: de 50 libros enviados solo llegaron 23."
C141,Reclamos.cl (Chilexpress),https://www.reclamos.cl/chilexpress/tags/chilexpress_reclamos,s.f.,Chile,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Denuncia el robo de su encomienda y relata que la empresa se desentiende del caso argumentando que su cliente es la tienda que contrato el envio y no el comprador final, mientras el mensajero asignado minitio diciendo que habia intentado entregar dos veces."
C142,Reclamos.cl (Chilexpress),https://www.reclamos.cl/chilexpress/tags/chilexpress_reclamos,s.f.,Chile,Negativo,Soporte_Mala_Atencion,Ninguna,"Compro un producto en Amazon y la empresa nunca respondio los reclamos formales presentados ni dio una explicacion del error, por lo que debio escalar el problema directamente a Amazon y al transportista internacional para lograr una solucion."
C143,"Trustpilot (Shein, mencion a Chilexpress)",https://es.trustpilot.com/review/www.shein.com?page=3019,s.f.,Chile,Negativo,Logistica_Transportadoras,Ninguna,"Su pedido quedo retenido por mas de dos semanas en auditoria interna de la transportadora encargada de la aduana, quien senalo que la tienda no habia enviado la factura correspondiente para liberar el envio."
C144,Trustpilot (Estafeta),https://es.trustpilot.com/review/www.estafeta.com?page=6,s.f.,Mexico,Negativo,Soporte_Mala_Atencion,Ninguna,"Califica a la empresa como una de las peores paqueterias de Mexico porque no cuenta con chat ni WhatsApp de atencion real, solo un bot con funciones muy basicas e incapaz de resolver problemas."
C145,Trustpilot (Estafeta),https://es.trustpilot.com/review/www.estafeta.com?page=6,s.f.,Mexico,Negativo,Logistica_Transportadoras,Ninguna,Un envio de Tlaxcala a Los Cabos supero por varios dias la fecha de entrega prometida por telefono sin que en la sucursal pudieran explicar por que el paquete seguia detenido.
C146,Trustpilot (Estafeta),https://www.trustpilot.com/review/www.estafeta.com,s.f.,Mexico,Negativo,Plataforma_Tecnica,Ninguna,"Cliente de la sucursal Puebla describe a la empresa como de estilo de gestion anticuado, sin un sistema de rastreo preciso ni certificacion ISO, con infraestructura insuficiente para el servicio al cliente."
C147,Trustpilot (Estafeta),https://www.trustpilot.com/review/www.estafeta.com,s.f.,Mexico,Negativo,Logistica_Transportadoras,Guia_Falsa,"Su paquete aparecio como entregado en una direccion desconocida con una firma y un nombre de destinatario que no correspondian a nadie relacionado con el envio, sin ninguna via de contacto real para reclamar."
C148,Trustpilot (Estafeta),https://www.trustpilot.com/review/www.estafeta.com,s.f.,Mexico,Negativo,Logistica_Transportadoras,Cobro_de_servicio_no_prestado,"Pago una tarifa alta por un servicio de entrega urgente de un documento entre Ciudad de Mexico y Nueva York, pero el paquete salio del pais varios dias despues de lo prometido y llego con retraso significativo."
C149,Apestan.com (Estafeta),https://www.apestan.com/searchresult/company_Estafeta/,s.f.,Mexico,Negativo,Garantias_Devoluciones,Ninguna,Usuario denuncia en la sucursal Zinacantepec que la empresa aplasta los paquetes durante el manejo y termina danando productos electronicos enviados.
C150,Apestan.com (Estafeta),https://www.apestan.com/searchresult/company_Estafeta/,s.f.,Mexico,Negativo,Soporte_Mala_Atencion,Ninguna,Usuario denuncia de forma general que la empresa no entrega los paquetes y que ademas no cuenta con un canal real de atencion al cliente para reclamar.
C151,Trustpilot (Olva Courier),https://www.trustpilot.com/review/olvacourier.com,s.f.,Peru,Negativo,Logistica_Transportadoras,Ninguna,"Describe el servicio como muy malo porque la empresa no trabaja los fines de semana ni contesta el telefono, dejando a los clientes sin saber cuando llegara el mensajero para poder esperarlo en casa."
C152,Trustpilot (Olva Courier),https://www.trustpilot.com/review/olvacourier.com,s.f.,Peru,Negativo,Soporte_Mala_Atencion,Ninguna,Considera que la atencion telefonica no es amable ni util y relata que en una tienda le impidieron grabar en video el empacado de su envio pese a que queria tener evidencia por si surgia un conflicto con el vendedor.
C153,Trustpilot (Olva Courier),https://www.trustpilot.com/review/olvacourier.com,s.f.,Peru,Negativo,Garantias_Devoluciones,Cobro_de_servicio_no_prestado,"Senala que el unico rubro caro del servicio es el seguro, que cuesta un 2% del valor declarado, pero que la empresa no ofrece cobertura real si el paquete se pierde, dejando la perdida completamente a cargo del cliente."
C154,Trustpilot (dLocal),https://es.trustpilot.com/review/dlocal.com?page=7,s.f.,No indicado,Negativo,Retencion_Fondos,Retencion_de_fondos,"Realizo una compra en Tiendamia pagada a traves de esta pasarela y hasta el momento se quedaron con su dinero sin que exista un telefono de contacto para reclamar, calificando a la empresa como impresentable."
C155,Trustpilot (dLocal),https://es.trustpilot.com/review/dlocal.com?page=7,s.f.,No indicado,Negativo,Estafas_Retencion,Cobro_de_servicio_no_prestado,Denuncia que nunca recibio el producto pagado a traves de la pasarela y que tanto el correo de soporte como el WhatsApp de atencion dejaron de responder tras el reclamo.
C156,Trustpilot (dLocal),https://es.trustpilot.com/review/dlocal.com?page=11,s.f.,No indicado,Negativo,Retencion_Fondos,Retencion_de_fondos,"Comercio relata que tras activar su cuenta y empezar a recibir cobros, la pasarela le bloqueo la cuenta con una cifra importante de dinero dentro, informandole que debia esperar 90 dias habiles para poder recuperarlo."
C157,TuQuejaSuma (dLocal Colombia),https://tuquejasuma.com/dlocal/reclamos/estafa-de-wwwdlocalcom,s.f.,Colombia,Negativo,Estafas_Retencion,Cobro_de_servicio_no_prestado,"Pago un estante multifuncional de cocina a traves de dLocal Colombia y el pedido nunca llego, la pagina de seguimiento enviada por correo no existe y el usuario alerta a la comunidad sobre una posible operacion fraudulenta."
C158,Trustpilot (Rappi Colombia),https://es.trustpilot.com/review/www.rappi.com.co,s.f.,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Denuncia que la aplicacion discrimina a clientes discapacitados y adultos mayores que no pueden bajar hasta la porteria a recibir el pedido, cancelandoles el pedido y bloqueando la cuenta hasta que lo paguen."
C159,Trustpilot (Rappi),https://es.trustpilot.com/review/rappi.com?page=2,s.f.,Colombia,Negativo,Garantias_Devoluciones,Cobro_de_servicio_no_prestado,"Turista de vacaciones en Colombia relata tres pedidos seguidos con fallas, el ultimo de los cuales nunca llego, y que la respuesta de la aplicacion fue que no devuelven el dinero ni el pedido."
C160,Trustpilot (Rappi),https://es.trustpilot.com/review/rappi.com?page=13,s.f.,Colombia,Negativo,Estafas_Retencion,Perdida_de_mercancia,"En Barranquilla un repartidor retiro un computador Mac de 2.700.000 pesos de la tienda y decidio no entregarlo, la plataforma prometio reenviarlo pero no cumplio, por lo que se instauro una denuncia formal ante la SIC."
C161,Trustpilot (Rappi),https://es.trustpilot.com/review/rappi.com?page=13,s.f.,Argentina,Negativo,Retencion_Fondos,Cobro_de_servicio_no_prestado,"En Buenos Aires dos compras fueron canceladas por un error de la aplicacion pero igualmente le realizaron el cobro, sin recibir ni el dinero ni la mercaderia pese a haber presentado quejas por varios canales."
C162,PissedConsumer (Rappi),https://rappi.pissedconsumer.com/reviews/RT-P.html,2024-10-17,Mexico,Negativo,Retencion_Fondos,Cobro_de_servicio_no_prestado,"En Puerto Vallarta le cobraron dos veces una misma pizza, una vez con tarjeta de debito y otra en efectivo al repartidor, sin lograr que la aplicacion le devolviera el monto duplicado."
C163,Trustpilot (Correo Argentino),https://es.trustpilot.com/review/www.correoargentino.com.ar?page=6,s.f.,Argentina,Negativo,Soporte_Mala_Atencion,Ninguna,"Critica que la empresa solo envia un mensaje de texto avisando que el paquete llega ese dia sin especificar horario, a diferencia de la competencia que llama para coordinar la entrega antes de llegar."
C164,Trustpilot (Correo Argentino),https://es.trustpilot.com/review/www.correoargentino.com.ar?page=4,s.f.,Argentina,Negativo,Logistica_Transportadoras,Ninguna,"Un envio dentro de la misma zona metropolitana tardo 15 dias cuando otras empresas lo resuelven en un maximo de dos, ademas de haber cobrado una tarifa considerada excesiva para el servicio recibido."
C165,Trustpilot (Correo Argentino),https://es.trustpilot.com/review/www.correoargentino.com.ar?page=2,s.f.,Argentina,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Sostiene que en las compras del exterior la mitad de las veces los envios son robados y la otra mitad tardan hasta seis meses en llegar, y que la mayoria de los paquetes arriba golpeado o roto."
C166,Trustpilot (Correo Argentino),https://es.trustpilot.com/review/www.correoargentino.com.ar?page=2,s.f.,Argentina,Negativo,Soporte_Mala_Atencion,Ninguna,Denuncia que las lineas telefonicas de atencion estan siempre ocupadas y que varios de sus pedidos llevan mas de una semana sin moverse de una misma sucursal sin que nadie pueda dar una explicacion.
C167,Trackingmore (Correo Argentino),https://www.trackingmore.com/review-correo-argentino.html,s.f.,Argentina,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,Acusa a la empresa de mentir registrando visitas de entrega que nunca ocurrieron y de no actualizar el estado de los envios durante varios dias seguidos.
C168,Trustpilot (TCC),https://www.trustpilot.com/review/tcc.com.co,2024-05-10,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Una compra de Bogota a Medellin acumulo cuatro intentos de entrega fallidos con justificaciones contradictorias sobre horarios y restricciones viales inexistentes, cuando el retraso real se debio a un paro interno de la empresa que no fue informado al cliente."
C169,Shopify App Store (99minutos.com),https://apps.shopify.com/99minutos-com?locale=es,2023-12-11,Mexico,Negativo,Plataforma_Tecnica,Ninguna,"Comercio califica la app como pesima porque ni siquiera permite cotizar correctamente, y denuncia que la empresa retiene un paquete y tras esperar una hora al telefono solo le piden enviar un correo sin dar solucion, llevando 22 dias con tres paquetes sin respuesta."
C170,Trustpilot (99minutos.com),https://es.trustpilot.com/review/99minutos.com?page=6,s.f.,Mexico,Negativo,Logistica_Transportadoras,Ninguna,"Usuaria de Temu relata que sus cinco pedidos no llegan pese a que con otras paqueterias tarda como maximo 15 dias, y senala que no es la unica con esa experiencia segun las demas reseÃ±as."
C171,Trustpilot (99minutos.com),https://es.trustpilot.com/review/99minutos.com?page=6,s.f.,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,En Bogota recibio solo uno de tres paquetes enviados por la empresa y pide que alguien verifique fisicamente la direccion de remision indicada en el sistema.
C172,Trustpilot (99minutos.com),https://es.trustpilot.com/review/99minutos.com?page=5,s.f.,Mexico,Negativo,Estafas_Retencion,Perdida_de_mercancia,"Denuncia que la empresa no tiene sistema de reembolso y que de doce pedidos realizados los ultimos cuatro fueron robados, senalando que evitan sanciones porque la mercancia perdida vale menos del monto minimo para ser multados."
C173,Trustpilot (99minutos.com),https://es.trustpilot.com/review/99minutos.com?page=5,s.f.,Colombia,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Relata que es el segundo paquete que no le entregan porque los mensajeros escriben reportes falsos, pese a que indico expresamente que podian recibirlo por la ventana ya que el edificio no cuenta con citofono."
C174,Trustpilot (DHL Express Mexico),https://es.trustpilot.com/review/dhl.com.mx?page=7,s.f.,Mexico,Negativo,Garantias_Devoluciones,Ninguna,"Envio un regalo de cumpleanos a Estados Unidos que se hecho a perder en bodega por un error en la captura de un apellido, y aunque pago el 100% del servicio solo le ofrecieron reembolsar el 25%."
C175,Trustpilot (DHL Express Mexico),https://es.trustpilot.com/review/dhl.com.mx?page=5,s.f.,Mexico,Negativo,Logistica_Transportadoras,Ninguna,"Denuncia que aduana retuvo mercancia por unos 900 dolares sin devolverle el paquete ni el dinero, exigiendo una compensacion que nunca recibio."
C176,Trustpilot (DHL Express Mexico),https://es.trustpilot.com/review/dhl.com.mx?page=6,s.f.,Mexico,Negativo,Logistica_Transportadoras,Ninguna,Un televisor de 65 pulgadas comprado a traves de una tienda que usa DHL permanecio ocho dias en el almacen sin ser entregado pese a varios correos con fechas de entrega que la empresa no respeto.
C177,Trustpilot (DHL Express Mexico),https://es.trustpilot.com/review/dhl.com.mx?page=2,s.f.,Mexico,Negativo,Logistica_Transportadoras,Novedad_de_entrega_falsa,"Durante Semana Santa la empresa marco su direccion como invalida y registro que nadie recibio el paquete pese a que nunca antes habia tenido problemas con esa misma direccion, dejandolo ocho dias sin su envio."
C178,Trustpilot (DHL Express Mexico),https://www.trustpilot.com/review/dhl.com.mx,s.f.,Mexico,Negativo,Logistica_Transportadoras,Ninguna,"Asegura que cada envio recibido via Amazon Mexico a traves de esta transportadora ha sido un desastre, con retrasos de hasta dos semanas o directamente sin entrega, y que piden mas detalles de contacto sin ofrecer un canal funcional para darlos."
C179,Defensa del Consumidor Argentina (Rappi),https://www.defensadelconsumidor.com.ar/denuncias-empresa/329-rappi,s.f.,Argentina,Negativo,Retencion_Fondos,Cobro_de_servicio_no_prestado,"Detecto un error en la direccion justo despues de confirmar un pedido de comida y no se le permitio corregirlo, y al intentar cancelar la aplicacion le informo que igualmente le cobrarian por politica, sin haber avisado previamente que la ubicacion estaba fuera de cobertura."
C180,Defensa del Consumidor Argentina (Rappi),https://www.defensadelconsumidor.com.ar/denuncias-empresa/329-rappi,s.f.,Argentina,Negativo,Retencion_Fondos,Cobro_de_servicio_no_prestado,"Realizo tres compras de figuritas a traves de Rappi Turbo, la primera se cancelo sin cobro pero en la segunda igualmente le debitaron el importe de la tarjeta de debito pese a la cancelacion."
C181,Trustpilot (Servientrega CS),https://es.trustpilot.com/review/servientrega.com?page=2,s.f.,Colombia,Negativo,Garantias_Devoluciones,Perdida_de_mercancia,"Le robaron unos instrumentos musicales y cuchillos valorados en un millon de pesos, y pese a enviar fotos de la mercancia la empresa solo reconoce el valor del seguro que la propia despachadora definio sin consultarle, negandole el derecho a reclamar el resto."
C182,Trustpilot (Servientrega CS),https://es.trustpilot.com/review/servientrega.com?page=2,s.f.,Colombia,Negativo,Logistica_Transportadoras,Perdida_de_mercancia,"Tras empezar a gestionar sus pedidos de forma masiva con esta transportadora experimento la tasa mas alta de perdida de paquetes, retrasos de envio y mercancia detenida en el centro logistico frente a otras opciones."
C183,Trustpilot (Servientrega CS),https://es.trustpilot.com/review/servientrega.com?page=2,s.f.,Colombia,Negativo,Logistica_Transportadoras,Ninguna,"Un envio despachado el 14 de enero desde Villamaria, Caldas, tardo semanas en llegar a Medellin sin que fuera posible obtener informacion durante el proceso."
C184,Trustpilot (Servientrega CS),https://es.trustpilot.com/review/servientrega.com?page=2,s.f.,Colombia,Negativo,Soporte_Mala_Atencion,Ninguna,"Lleva 17 dias esperando un pedido, le dijeron que un mensajero habia ido a su casa y no encontro a nadie aunque el destinatario esperaba en todo momento, y luego le informaron de un problema indeterminado de logistica sin fecha de entrega definida."
